description,prix,code,marque,date
Stella Artois, canettes,21.99,20059939_C12,None,2019-07-14 23:16
Stella Artois,21.99,20041674_C12,None,2019-07-14 23:16
Heineken, bouteilles,21.99,20112295_C12,None,2019-07-14 23:16
Corona, canette effilée,21.99,20886009_C12,None,2019-07-14 23:16
Baril Heineken,29.99,20148910_EA,None,2019-07-14 23:16
Heineken, canettes,32.99,20185580_C24,None,2019-07-14 23:16
Heineken, bouteilles,32.99,20108309_C24,None,2019-07-14 23:16
Labatt Stella Artois,32.99,20174118_C24,None,2019-07-14 23:16
Stella Artois, canettes,32.99,20546996_C24,None,2019-07-14 23:16
capsules de café individuelles espresso potente corsé et intense,5.0,20905206_EA,le Choix du Président,2019-07-14 23:16
Café Espresso Perfetto,5.0,20905226_EA,le Choix du Président,2019-07-14 23:16
capsules de café individuelles espresso forte riche et crémeux,5.0,20905198_EA,le Choix du Président,2019-07-14 23:16
Café Espresso Aromatico Lungo,5.0,20905197_EA,le Choix du Président,2019-07-14 23:16
Café mélange du matin Nabob grande tasse,6.98,20321621_EA,Tassimo,2019-07-14 23:16
Café Maxwell House décaféiné,6.98,20524077_EA,Tassimo,2019-07-14 23:16
Café Mélange maison corsé Gevalia Kaffe,6.98,20416940001_EA,Tassimo,2019-07-14 23:16
Café de torréfaction foncée Maxwell House,6.98,20721033_EA,Tassimo,2019-07-14 23:16
Tassimo Cappuccino 8 T Discs (),6.98,21013378_EA,Tassimo,2019-07-14 23:16
Café Crema Nabob,6.98,20306771_EA,Tassimo,2019-07-14 23:16
Café 100 % colombien Nabob,6.98,20317830_EA,Tassimo,2019-07-14 23:16
Mélange maison,6.98,20026954001_EA,Tassimo,2019-07-14 23:16
Café Mélange petit matin Maxwell House,6.98,20721018_EA,Tassimo,2019-07-14 23:16
Café Mélange Maison,7.0,21008952_EA,None,2019-07-14 23:16
Café Java et Moka,7.0,21008960_EA,None,2019-07-14 23:16
Dosettes de thé Orange Pekoe,7.98,20737812_EA,le Choix du Président,2019-07-14 23:16
Café Moulu Espresso Armonico Intensité 8,7.98,21121457_EA,Lavazza,2019-07-14 23:16
Café Moulu Espresso Deciso Intensité 10,7.98,21121465_EA,Lavazza,2019-07-14 23:16
Café Moulu Décaféiné Espresso Intensité 6,7.98,21121470_EA,Lavazza,2019-07-14 23:16
Cartouches individuelles de café noir Gourmet de la côte Ouest le Choix du Président,7.98,20559471_EA,Tassimo,2019-07-14 23:16
Café à saveur du pays à torréfaction blonde à mi-corsée le Choix du Président,7.98,20559892_EA,Tassimo,2019-07-14 23:16
Café noisette vanille, torréfaction claire Van Houtte,8.0,20293336003_EA,Keurig,2019-07-14 23:16
Café Mélange de la maison de torréfaction moyenne Van Houtte,8.0,20293336001_EA,Keurig,2019-07-14 23:16
Café Mélange italien de torréfaction foncée Barista Prima,8.0,20608429002_EA,Keurig,2019-07-14 23:16
Café Vanille française de torréfaction légère Van Houtte,8.0,20293336004_EA,Keurig,2019-07-14 23:16
Capsules de café riche original,8.48,21168754_EA,Nestlé,2019-07-14 23:16
Capsules de café vanille française riche,8.48,21168898_EA,Nestlé,2019-07-14 23:16
Capsules de café colombien GOLD ORIGINS,8.48,21169357_EA,Nestlé,2019-07-14 23:16
Chocolat chaud cartouches individuelles,8.48,20804942_EA,le Choix du Président,2019-07-14 23:16
Capsules de café éthiopien GOLD ORIGINS,8.48,21169353_EA,Nestlé,2019-07-14 23:16
Café à torréfaction moyenne moulu et instantané GOLD en capsules,8.48,21085838_EA,Nestlé,2019-07-14 23:16
Dosettes de café mélange matin,8.98,21081788_EA,Maxwell House,2019-07-14 23:16
cartouches individuelles de café de torréfaction moyenne à foncée décaféiné selon le procédé eau suisse,8.98,21030336_EA,le Choix du Président,2019-07-14 23:16
cartouches individuelles de boisson aromatisé latte au thé chaï,8.98,20976027_EA,le Choix du Président,2019-07-14 23:16
cartouches individuelles de café de torréfaction foncée,8.98,21029930_EA,le Choix du Président,2019-07-14 23:16
cartouches individuelles de café de torréfaction moyenne,8.98,21029933_EA,le Choix du Président,2019-07-14 23:16
Thé Earl Grey Twinings,9.98,20549754002_EA,Keurig,2019-07-14 23:16
Dosettes de café de torréfaction supérieure McCafé,9.98,20810607_EA,Tassimo,2019-07-14 23:16
Thé infusé en dosettes K-Cup,9.98,20925150_EA,Tim Hortons,2019-07-14 23:16
Café 100 % colombien,9.98,20975323_EA,Nabob,2019-07-14 23:16
Café Tim Hortons,9.99,20800426_EA,Tassimo,2019-07-14 23:16
Dosettes de café, mélange maison,12.98,20975054_EA,Maxwell House,2019-07-14 23:16
Dosettes de café original,12.98,21085602_EA,Maxwell House,2019-07-14 23:16
Café Mélange du petit déjeuner de torréfaction légère Timothy’s,14.48,20743631_EA,Keurig,2019-07-14 23:16
Espresso forêt tropicale Timothy’s,14.48,20808314002_EA,Keurig,2019-07-14 23:16
Capsule K-Cup de café régulier,14.48,20899892_EA,Keurig,2019-07-14 23:16
cartouches individuelles de café gourmet 100 % arabica à torréfaction moyenne,14.98,21033681_EA,le Choix du Président,2019-07-14 23:16
cartouches individuelles de café à saveur du pays 100 % arabica à torréfaction blonde à mi-corsée,14.98,21038677_EA,le Choix du Président,2019-07-14 23:16
Colorant à café,2.97,20162484_EA,sans nom,2019-07-14 23:16
Sans Nom Colorant à Café,2.97,20310718_EA,sans nom,2019-07-14 23:16
Lait Condensé Sucré Original,2.98,21012618_EA,Eagle Brand,2019-07-14 23:16
Lait Condensé Sucré Faible Teneur en Gras,2.98,21012967_EA,Eagle Brand,2019-07-14 23:16
Dulce de Leche Sauce à Saveur de Caramel,2.98,21012627_EA,Eagle Brand,2019-07-14 23:16
COFFEE-MATE Original en poudre ,3.98,20309221002_EA,Nestlé,2019-07-14 23:16
Colorant à café,4.99,21163526_EA,sans nom,2019-07-14 23:16
Max Boost 1.5X Caffeine, Café moulli pur à 100%, Torréfaction Moyenne,6.98,21079078_EA,Maxwell House,2019-07-14 23:16
Coffee-mate original,7.78,20319868_EA,Nestlé,2019-07-14 23:16
Dosettes de cappuccino Tassimo,8.97,21010129_EA,le Choix du Président,2019-07-14 23:16
Dosettes de café, torréfaction supérieure,9.98,21000103_EA,McCafé,2019-07-14 23:16
gourmet café à grains entiers café noir de la côte ouest,6.0,20976909_EA,le Choix du Président,2019-07-14 23:17
café à grains entiers mélange pour le déjeuner,6.0,20977005_EA,le Choix du Président,2019-07-14 23:17
torréfaction mi -corsée décaféiné au procédé eau suisse café à grains entiers,6.0,20976923_EA,le Choix du Président,2019-07-14 23:17
Café moulu Santo Domingo,7.98,20858089_EA,None,2019-07-14 23:17
Café en grains entiers du Kenya de première qualité,9.98,21169941_EA,Starbucks,2019-07-14 23:17
Mélange petit déjeuner En grains,9.98,20648316_EA,Starbucks,2019-07-14 23:17
Caffè Verona En grains,9.98,20610482001_EA,Starbucks,2019-07-14 23:17
Sumatra En grains moulu,9.98,20610482002_EA,Starbucks,2019-07-14 23:17
café à grains entiers de torréfaction foncée,10.0,21024807_EA,le Choix du Président,2019-07-14 23:17
café à grains entiers de torréfaction moyenne à foncée,10.0,21036187_EA,le Choix du Président,2019-07-14 23:17
Café corsé Kick Ass biologique,10.98,20805126003_EA,Kicking Horse,2019-07-14 23:17
Café corsé 454 Horse Power biologique,10.98,20805126004_EA,Kicking Horse,2019-07-14 23:17
Smart Ass Café Moulu Cafetière à Filtre Velouté,10.98,20982074_EA,Kicking Horse,2019-07-14 23:17
Café corsé Grizzly ClawMD biologique,10.98,20805126002_EA,Kicking Horse,2019-07-14 23:17
Café velouté Three Sisters biologique,10.98,20805126001_EA,Kicking Horse,2019-07-14 23:17
Grains de café Azzuro Espresso,11.48,20021338_EA,None,2019-07-14 23:17
Café grains entiers, colombien, torréfaction moyenne,13.98,20430012001_EA,Van Houtte,2019-07-14 23:17
Mélange de la maison, torréfaction moyenne,13.98,20430012003_EA,Van Houtte,2019-07-14 23:17
Café grains entiers, Italiano Espresso, torréfaction foncée,13.98,20430012002_EA,Van Houtte,2019-07-14 23:17
Lush Café Mi-Noir Café Arabica en Grains Entiers,13.99,20298850002_EA,Ethical Bean Coffee,2019-07-14 23:17
Café de torréfaction française très foncée,13.99,20298850009_EA,Ethical Bean Coffee,2019-07-14 23:17
Café à Grains Entiers Légère,14.98,20982002_EA,Kicking Horse,2019-07-14 23:17
Café à torréfaction moyenne Cliff Hanger Espresso,14.98,20322468003_EA,Kicking Horse,2019-07-14 23:17
Café à torréfaction corsée 454 Horse Power biologique,14.98,20322468009_EA,Kicking Horse,2019-07-14 23:17
Café Pride of Arabia en grains,14.98,20081005_EA,Pride of Arabia,2019-07-14 23:17
gourmet café à grains entiers café noir de la côte ouest,14.98,20015837001_EA,le Choix du Président,2019-07-14 23:17
Café décaféiné par procédé Eau Suisse à torréfaction corsée biologique,14.98,20322468002_EA,Kicking Horse,2019-07-14 23:17
Café espresso à grains entiers,14.98,20015837003_EA,le Choix du Président,2019-07-14 23:17
Café à torréfaction corsée Grizzly Claw,14.98,20322468008_EA,Kicking Horse,2019-07-14 23:17
Café à torréfaction corsée Kick Ass biologique,14.98,20322468001_EA,Kicking Horse,2019-07-14 23:17
Café torréfaction veloutée Smart Ass biologique,14.98,20810001_EA,Kicking Horse,2019-07-14 23:17
torréfaction mi-corsée gourmet café à grains entiers,14.98,20015837002_EA,le Choix du Président,2019-07-14 23:17
Café à torréfaction moyenne Three Sisters® biologique,14.98,20322468006_EA,Kicking Horse,2019-07-14 23:17
Café colombien à 100 %,17.48,20665818003_EA,Melitta,2019-07-14 23:17
café à grains entiers de torréfaction foncée,17.98,21030305_EA,le Choix du Président,2019-07-14 23:17
Café Qualita Rossa en grains,18.98,20042272_EA,Lavazza,2019-07-14 23:17
Tisane Velouté de Menthe 10 Sachets Scellés,2.0,20322648_EA,None,2019-07-14 23:17
Tisane Nuit de Rêves 10 Sachets Scellés,2.0,20117255_EA,None,2019-07-14 23:17
Tisane Gerbe de Camomille 10 Sachets Scellés,2.0,20297279_EA,None,2019-07-14 23:17
Café soluble,3.49,21180125_EA,sans nom,2019-07-14 23:17
Café instantané Riche Noisette,3.98,20949814_EA,Nestlé,2019-07-14 23:17
Café instantané  Riche Colombien,3.98,20556047_EA,Nestlé,2019-07-14 23:17
Café instantané, original,3.98,21026608_EA,Maxwell House,2019-07-14 23:17
Café Instantané Riche Décaféiné,3.98,20950415_EA,Nestlé,2019-07-14 23:17
Café instantané Encore,3.98,20949818_EA,Nestlé,2019-07-14 23:17
Café instantané Riche,3.98,20873036_EA,Nestlé,2019-07-14 23:17
Café instantané TASTER'S CHOICE Classique,3.98,20661811001_EA,Taster's Choice,2019-07-14 23:17
Café instantané Riche Vanille française,3.98,20949839_EA,Nestlé,2019-07-14 23:17
Café instantané  Crémeux et sucré Vanille française 18 x 22g Sachets,4.98,20949824_EA,Nestlé,2019-07-14 23:17
Café instantané  Crémeux et sucré Moka 18 x 22 g Sachets,4.98,21012171_EA,Nestlé,2019-07-14 23:17
Café espresso instantané  GOLD,4.98,21074565_EA,Nestlé,2019-07-14 23:17
Café instantané de torréfaction foncée et moulu  GOLD,4.98,21074552_EA,Nestlé,2019-07-14 23:17
Café instantané torréfié et moulu  GOLD,4.98,21074532_EA,Nestlé,2019-07-14 23:17
Mélange original Caf-Lib,4.98,20187607_EA,None,2019-07-14 23:17
Café instantané  Crémeux et sucré Original 18 x 22 g Sachets,4.98,20949810_EA,Nestlé,2019-07-14 23:17
Café Espresso Forte régulier,5.98,21111245_EA,le Choix du Président,2019-07-14 23:17
Café Espresso Perfetto régulier,5.98,21111282_EA,le Choix du Président,2019-07-14 23:17
Café instantané,6.0,20154844_EA,Van Houtte,2019-07-14 23:17
Café de grains entiers espresso,7.48,21165848_EA,Tim Hortons,2019-07-14 23:17
Café colombien,7.48,21013366_EA,Tim Hortons,2019-07-14 23:17
Café à la noisette,7.48,21013369_EA,Tim Hortons,2019-07-14 23:17
Café vanille française,7.48,21008933_EA,Tim Hortons,2019-07-14 23:17
Ensemble de café infusé à froid,9.98,21163419_EA,le Choix du Président,2019-07-14 23:17
Café instantané Riche,12.98,20145032_EA,Nestlé,2019-07-14 23:17
Café moulu foncé Orient Java Moka,14.48,21170787_EA,None,2019-07-14 23:17
Café moulu mélange maison velouté,14.48,21170724_EA,None,2019-07-14 23:17
Café Espresso Perfetto,14.98,21163397_EA,le Choix du Président,2019-07-14 23:17
Café Espresso Forte,14.98,21163408_EA,le Choix du Président,2019-07-14 23:17
Caffe Verona,18.0,21168714_EA,Starbucks,2019-07-14 23:17
Torréfaction Pike Place,18.0,21169344_EA,Starbucks,2019-07-14 23:17
Dosettes de café de torréfaction foncée compatibles avec les K-Cup,19.98,21166700_EA,Tim Hortons,2019-07-14 23:17
Dosettes de café K-Cup, torréfaction originale,19.98,21166682_EA,Tim Hortons,2019-07-14 23:17
Dosettes de café K-Cup, colombien,19.98,21166714_EA,Tim Hortons,2019-07-14 23:17
Dosettes de café K-Cup, torréfaction originale,29.98,21172598_EA,Tim Hortons,2019-07-14 23:17
Dosettes de café K-Cup, corsé,29.98,21172592_EA,Tim Hortons,2019-07-14 23:17
Filtres à café no 2 cornet,3.48,20047452_EA,sans nom,2019-07-14 23:17
Filtres à café no 4,3.48,20179276_EA,sans nom,2019-07-14 23:17
Filtre à café genre panier,3.98,20137094_EA,sans nom,2019-07-14 23:17
Macaroni au fromage,1.27,20311586002_EA,sans nom,2019-07-14 23:17
Lasagne alfredo au brocoli,1.27,20319993005_EA,sans nom,2019-07-14 23:17
Lasagne Alfredo,1.88,20323946008_EA,Michelina’s Original,2019-07-14 23:17
Penne primavera orignal,1.88,20323946001_EA,Michelina’s Original,2019-07-14 23:17
Macaroni au fromage,1.88,20323946009_EA,Michelina’s Original,2019-07-14 23:17
Macaroni au fromage léger,1.88,20302840002_EA,Michelina Harmony,2019-07-14 23:17
lasagne aux légumes grillésl,2.44,20325038_EA,le Choix du Président,2019-07-14 23:17
STOUFFER’S Macaroni au fromage avec fromage riche et onctueux 340 g,2.48,20304536008_EA,Stouffer’s,2019-07-14 23:17
Raviolis au fromage de,2.48,20159140009_EA,Lean Cuisine,2019-07-14 23:17
Sélections Cannelloni au fromage, surgelé,2.48,20159140010_EA,Lean Cuisine,2019-07-14 23:17
Soupe Won Ton,2.99,20112879_EA,Wong Wing,2019-07-14 23:17
Pâtes pour Won Ton,2.99,20083956_EA,Wong Wing,2019-07-14 23:17
Cannellonis au 3 fromages,3.18,20318544_EA,le Choix du Président,2019-07-14 23:17
macaroni extra fromage,3.18,20219758_EA,le Choix du Président,2019-07-14 23:17
cannelloni au fromage et aux épinards,3.18,20323997_EA,le Choix du Président,2019-07-14 23:17
Burrito sans-gluten aux fromage cheddar,3.48,20371439002_EA,Amys,2019-07-14 23:17
Burrito au cheddar,3.48,20320495001_EA,Amys,2019-07-14 23:17
Burrito sans gluten aux haricots et au riz,3.48,20371439001_EA,Amys,2019-07-14 23:17
Macaroni au fromage,4.99,20416114_EA,Amys,2019-07-14 23:17
Substitut de poulet croustillant à la mandarine,5.98,20633676_EA,Gardein,2019-07-14 23:17
Pad thaï,5.98,20819961_EA,Amys,2019-07-14 23:17
Filets sans poisson,5.98,20822229_EA,Gardein,2019-07-14 23:17
lasagne aux légumes et 7 fromages,11.48,20301001_EA,le Choix du Président,2019-07-14 23:17
Macaroni extra fromage,11.48,20314880_EA,le Choix du Président,2019-07-14 23:17
Lasagne avec sauce à la viande,1.27,20319993001_EA,sans nom,2019-07-14 23:17
Bouchées genre taco Zap’ems,1.88,20721610_EA,Michelina Zapems,2019-07-14 23:17
Lasagne en sauce à la viande,1.88,20323946007_EA,Michelina’s Original,2019-07-14 23:17
Macaroni au bœuf Original,1.88,20323946010_EA,Michelina’s Original,2019-07-14 23:17
Spaghetti à la bolognaise,1.88,20323946004_EA,Michelina’s Original,2019-07-14 23:17
Nouilles Stroganoff,1.88,20323946002_EA,Michelina’s Original,2019-07-14 23:17
Macaroni au fromage,2.0,20984978_EA,Michelina Grande,2019-07-14 23:17
Lasagne en sauce à la viande Grande,2.0,20961200_EA,Michelina Grande,2019-07-14 23:17
Fettucine alfredo Grande,2.0,20961202_EA,Michelina Grande,2019-07-14 23:17
Macaroni au bœuf Grande,2.0,20961195_EA,Michelina Grande,2019-07-14 23:17
Pain de viande Grande,2.0,20961193_EA,Michelina Grande,2019-07-14 23:17
lasagne viande,2.44,20324616_EA,le Choix du Président,2019-07-14 23:17
Veau Parmigiana, Repas Surgelé,2.48,20304536011_EA,None,2019-07-14 23:17
Lasagne à la viande,2.48,20304536001_EA,None,2019-07-14 23:17
STOUFFER’S Bifteck Salisbury dans une sauce riche 262 g,2.48,20304536012_EA,Stouffer’s,2019-07-14 23:17
Sélections Lasagne à la viande,2.48,20159140002_EA,Lean Cuisine,2019-07-14 23:17
Bifteck Salisbury,2.68,20077553002_EA,Swanson Classic,2019-07-14 23:17
Steakette grillée au bœuf Hungry-Man,2.98,20296014007_EA,Swanson,2019-07-14 23:17
Fondants Cheddar bifteck et champignons,2.98,20313557001_EA,Stouffer’s,2019-07-14 23:17
Bifteck Salisbury Hungry-Man,2.98,20296014002_EA,Swanson,2019-07-14 23:17
Lasagne Sorrento,3.0,21002806_EA,O’Sole Mio,2019-07-14 23:17
Gourmet Steamers bœuf au merlot,3.0,20318616001_EA,Healthy Choice,2019-07-14 23:17
Viande Ravioli avec Sauce Crémeuse Bolognaise,3.0,21002672_EA,O’Sole Mio,2019-07-14 23:17
Gourmet Steamers Poulet Aigre-Doux,3.0,21041166_EA,Healthy Choice,2019-07-14 23:17
Gourmet Steamers Poulet Teriyaki,3.0,21041002_EA,Healthy Choice,2019-07-14 23:17
Tortellini au fromage avec sauce rosée,3.0,21002677_EA,O’Sole Mio,2019-07-14 23:17
Lasagna Viande Sauce Bolognaise avec Boulettes de Viande,3.0,21002775_EA,O’Sole Mio,2019-07-14 23:17
macaroni au fromage avec chorizo,3.18,20987512_EA,le Choix du Président,2019-07-14 23:17
macaroni au fromage avec cheddar blanc,3.18,20987492_EA,le Choix du Président,2019-07-14 23:17
macaroni au fromage avec bacon,3.18,20987637_EA,le Choix du Président,2019-07-14 23:17
lasagne à la viande,3.18,20309869_EA,le Choix du Président,2019-07-14 23:17
Macaroni au bœuf,3.18,20296602_EA,le Choix du Président,2019-07-14 23:17
Lasagne Alfredo au bacon et à la saucisse,3.48,21085514_EA,Crave,2019-07-14 23:17
Bol De Boeuf avec Brocoli Fit Bowls,4.98,21080238_EA,Stouffer’s,2019-07-14 23:17
Bol De Fajita Au Bifteck De Côte Fit Bowls,4.98,21080255_EA,Stouffer’s,2019-07-14 23:17
Bœuf braisé campagnard Sauté Sensations,5.47,20312235005_EA,Stouffer’s,2019-07-14 23:17
Lasagne à la viande,6.88,20636824_EA,sans nom,2019-07-14 23:17
Pâté chinois Bassili’s Best,6.98,20297658005_EA,None,2019-07-14 23:17
Soupe à l'Oignon Gratinée 2 Portions x (580 g),6.98,21047053_EA,None,2019-07-14 23:17
Macaroni au fromage blanc crémeux,7.0,20902816_EA,Marie Callender’s,2019-07-14 23:17
Lasagne aux trois viandes,7.0,20902892_EA,Marie Callender’s,2019-07-14 23:17
Casserole sauce marinara aux trois viandes,7.0,20902993_EA,Marie Callender’s,2019-07-14 23:17
Rôti de bœuf au jus,7.48,20078077_EA,Lou’s,2019-07-14 23:17
Tourtière,9.97,20719334_EA,St. Hubert,2019-07-14 23:17
lasagne viande,11.48,20530286_EA,le Choix du Président,2019-07-14 23:17
lasagne à la viande,11.48,20326534_EA,le Choix du Président,2019-07-14 23:17
Lasagne à la viande,11.78,20099795_EA,sans nom,2019-07-14 23:17
Cigares au chou surgelés format Club,15.98,20297974_EA,PC format Club,2019-07-14 23:17
STOUFFER’S Bifteck Salisbury dans une sauce riche 262 g,2.48,20304536012_EA,Stouffer’s,2019-07-14 23:17
Bœuf Haché Maigre Non Cuits 3 x (1.2 kg),10.0,21018826_EA,None,2019-07-14 23:17
Pommes de terre rissolées avec bacon fumé,10.0,21021531_EA,None,2019-07-14 23:17
Côtes de dos de porc BBQ,10.98,20148432_EA,Lou’s,2019-07-14 23:17
Côtes de dos sauce barbecue et whisky,10.98,20926347_EA,None,2019-07-14 23:17
C“tes de dos, Stampede fum‚,12.0,20071715_EA,le Choix du Président,2019-07-14 23:17
Côtes de dos de porc au barbecue au miel,12.0,20349767_EA,le Choix du Président,2019-07-14 23:17
Au Goût de Chez Nous Côtes Levées Dos de Porc Barbecue Tendres, Cuites à Feu Doux,12.98,21022854_EA,None,2019-07-14 23:17
BBQ,25.0,21018899_EA,Concord Foods,2019-07-14 23:17
Saucisses � d�jeuner,3.99,21119427_EA,Mere Michel,2019-07-14 23:17
Saucisses à déjeuner,10.0,21021500_EA,None,2019-07-14 23:17
Poulet de Cornouailles catégorie A surgelé,8.32,20149139_KG,None,2019-07-14 23:17
Canard à l’orange,16.76,20117481_KG,le Choix du Président,2019-07-14 23:17
Burgers portobello et suisse,7.98,20941351_EA,le Choix du Président,2019-07-14 23:17
Burgers de bœuf sauce barbecue et fumée de noyer,10.0,20767514_EA,Le Choix du Boucher,2019-07-14 23:17
Hamburgers de bœuf,10.0,20874333_EA,Le Choix du Boucher,2019-07-14 23:17
Bœuf Haché Maigre Non Cuits 3 x (1.2 kg),10.0,21018826_EA,None,2019-07-14 23:17
